ClientID,subClientID,Entity1,Team,strActiveBroker,strActiveTrader,strLiquidityProvider,strMarketMaker,Accreditation,Deal_Source_Group,House_Client,Clearing_Fee,rebateAmount,Net_Revenue,Product1,Year_Month,Currency,Clearing_Member,Fiscal_Year,Fiscal_Quarter,Fiscal_Month,Fiscal_Half,Net_Revenue_SGD,Business_Type_Group,Entity2,Country,masDesc_final,Business_Type,Final_Allocation,Region_Group,Traded_Volume,Net_Revenue_Adjusted,Clearing_Fee_SGD,Rebates_SGD,Entity,Tier,Account_Manager,Net_Revenue_Factor,Product_Group,Product_Group1,Product_Type,Product_Type2,Product2,Product2_Label,Product1_Label,Member_Short_Name,Trading_Days,RegionAllocation,TeamAllocation,masDescription,Trade_Session,BUM_Disclosure_Year
5121,5121,ALACROFT,Europe NBS,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,KOHBRENNA,NLT,Client,0,0,1239.39746,CWFO,2025-07,USD,S389,2025,Q3,7,2H,-1290,Brokerage/Agency,SkandinaViska E B. AB.,India,LiquidityProvider,Advisory Firm,1,China,10274,142.2502468,105696.05,0,ALACROFT,GAM,Vivian Wang Min,,Commods,Commods,FFA,FFA,FFA,FFA,Capesize Time Charter (5 Routes) Average Futures O,Deutsche,22,1,1,ActiveTrader,T,FY17
5121,5121,ALACROFT,International Sales RM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,DAVEYC|LEEKJ,NLT,Client,72,0,-4315.724162,FCH,2022-04,USD,S888,2021,Q2,4,1H,516,PTG,Hartree Partners Power & Gas Company,India,LiquidityProvider,Advisory Firm,0.25,SG ROA,6480,1.29,929.574,0,ALACROFT,Commods,Tashya Zhuo Xiaofan,,Financials,Equity Derivatives,Equity,Equity Index,FCH,FTSE China H50 Index Futures,FTSE China H50 Index Futures,Phillip,18,0.125,1,ActiveTrader,T,FY18
5121,5121,ALACROFT,GAM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,TANSY,NLT,Client,109.2,0,177.0306122,FEF,2022-03,USD,S389,2021,Q1,3,1H,2398.786931,Buy-Side,JMK Capital Pte Ltd,India,MarketMaker,Advisory Firm,1,Hong Kong,58.75,620.49,145.77,0,ALACROFT,Tier 2,David Chiam,,Commods,Commods,Iron ore,Iron ore,Iron Ore,Iron ore,TSI Iron Ore CFR China (62% Fe Fines) Index Future,Merrill Lynch,21,1,1,LiquidityProvider,T+1,FY14
5121,5121,ALACROFT,GAM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,KOHBRENNA|TANBHS,Screen,Client,641,10.4,2113.1,FEFO,2021-12,USD,S138,2021,Q4,12,2H,56.115,Buy-Side,Vitry Middle East General Trading LLC,India,LiquidityProvider,Advisory Firm,1,China,7271,4386,729.0306,0,ALACROFT,Tier 3,Kenny Groth,,Commods,Commods,Iron ore,Iron ore,Iron Ore,Iron ore,TSI Iron Ore CFR China (62% FE Fines) Index Future,HGNH,22,1,1,LiquidityProvider,T+1,FY25
5121,5121,ALACROFT,Omnibus,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,LUSHB,Screen,Client,-1.15e-14,0,36,FEFTS,2024-03,USD,S168,2023,Q1,3,1H,38.14329466,Brokerage/Agency,Undisclosed,India,MarketMaker,Advisory Firm,1,SG ROA,11865,1547.566953,0,693481.515,ALACROFT,China,Richard Wenk,,Commods,Commods,Iron Ore,Iron Ore,Iron Ore,Iron Ore,TSI Iron Ore CFR China (62% Fe Fines) Index Futures (Trade-at-Settlement),GH Financials,19,1,1,LiquidityProvider,T,FY17
5121,5121,ALACROFT,GAM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,TANBHS,Screen,Client,0.6,0,2760,FID,2025-01,USD,S883,2024,Q1,1,1H,1715.7,PTG,Marshall Wace,India,LiquidityProvider,Advisory Firm,1,SG ROA,3207,1989.18,3145.125,45809.55841,ALACROFT,Omnibus,omnibus,,Financials,Equity Derivatives,Equity,Equity Index,FID,FTSE Indonesia Index Futures,FTSE Indonesia Index Futures,DBS Vickers,19,1,1,ActiveTrader,T+1,FY16
5121,5121,ALACROFT,International Sales RM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,JUDGEM,Screen,Client,1419,48.75,73.8,FVN,2025-04,USD,S009,2024,Q2,4,1H,4031.25,Buy-Side,Glencore International AG,India,ActiveTrader,Advisory Firm,0.125,SG ROA,250,368.94,12700.775,0,ALACROFT,Commods,Kenny Groth,,Financials,Equity Derivatives,Equity,Equity Index,FVN,SGX FTSE Vietnam 30 Index Futures,FTSE Vietnam 30 Index Futures,Morgan Stanley,22,0.125,1,ActiveTrader,T,FY23
5121,5121,ALACROFT,GAM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,LEEKJ|WENKR,Screen,Client,666,0,402,GIN,2023-06,USD,S660,2022,Q2,6,1H,395.65,Trading Firms,Qube,India,LiquidityProvider,Advisory Firm,1,SG ROA,5504,5149.082933,1419,0.9675,ALACROFT,GAM,Britney Tan Hwee Sian,,Financials,Equity Derivatives,Equity,Equity Index,GIN,GIFT Derivatives,GIFT City Index Futures,Marex,21,1,1,LiquidityProvider,T,FY25
5121,5121,ALACROFT,International Sales RM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,TOHL,NLT,Client,75,0,13.2,HAF,2021-07,USD,S016,2021,Q3,7,2H,14205.48,PTG,Undisclosed,India,LiquidityProvider,Advisory Firm,0.25,Omnibus,651,40.4415,1044.9,3263.7,ALACROFT,GAM,Yan Xuan Li,,Commods,Commods,FFA,FFA,FFA,FFA,SGX Baltic Handysize Time Charter Average (4 Routes) ATL Futures,Phillip,22,1,1,LiquidityProvider,T,FY24
5121,5121,ALACROFT,China,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,WENKR,Screen,Client,16.2,0,58656.4,HWF,2023-09,USD,S138,2023,Q3,9,2H,207165.744,Brokerage/Agency,Akuna Capital,India,LiquidityProvider,Advisory Firm,1,USA,1160,1.29,2773.5,0,ALACROFT,Tier 1,Tan Say Liang,,Commods,Commods,FFA,FFA,FFA,FFA,Baltic Handysize Time Charter Average (7 Routes) Futures,YongAn,21,1,1,ActiveTrader,T,FY22
5121,5121,ALACROFT,China,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,KOHBRENNA|WANGV,NLT,Client,2242.8,0,148.8,INX,2021-02,USD,S660,2020,Q1,2,1H,3160.5,PTG,Alam Commodities DMCC,India,LiquidityProvider,Advisory Firm,1,SG ROA,792,309.6,193.5,0,ALACROFT,Commods,David Chiam,,Financials,FX/IR,FX,FX,INX,INR/USD FX Month End Futures,INR/USD FX Month End Futures,SG Securities,19,1,1,LiquidityProvider,T+1,FY20
5121,5121,ALACROFT,China,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,TANSY,NLT,Client,33,0,3162.12,IU,2021-11,USD,S560,2021,Q4,11,2H,57467.565,Brokerage/Agency,Sino Commodities,India,LiquidityProvider,Advisory Firm,1,USA,208982.5,6066.225,19812.078,261.225,ALACROFT,Tier 1,Renaud Gocsei,,Financials,FX/IR,FX,FX,IU,INR/USD FX Futures,INR/USD Futures,Morgan Stanley,21,0.25,1,MarketMaker,T,FY14
5121,5121,ALACROFT,GAM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,LUSHB|KOHBRENNA,NLT,Client,866,1261.4,859.5,JB,2024-04,SGD,S078,2023,Q2,4,1H,436.3425,Trading Firms,Haitian Hengchuang Industrial,India,LiquidityProvider,Advisory Firm,0.5,Europe,1200,170.28,732.639375,0,ALACROFT,Tier 2,David Wang Lipeng,,Financials,FX/IR,Interest Rates,Interest Rates,JB,JGB Futures,Mini Japanese Government Bond (JGB) Futures,JP Morgan,21,1,1,ActiveTrader,T+1,FY16
5121,5121,ALACROFT,GAM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,GROTHK,NLT,Client,5.5,0,78,KU,2023-04,USD,S138,2022,Q2,4,1H,3512.412,Buy-Side,Hong Tai International,India,LiquidityProvider,Advisory Firm,1,China,220736,36.894,387,38.958,ALACROFT,Tier 2,Yan Xuan Li,,Financials,FX/IR,FX,FX,KU,KRW/USD FX Futures (Mini),KRW/USD FX Futures (Mini),Merrill Lynch,19,1,1,LiquidityProvider,T,FY21
5121,5121,ALACROFT,America NBS,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,LIYAN,Screen,Client,3,0,3,LIHF,2023-01,USD,S883,2022,Q1,1,1H,31149.63,Trading Firms,Hugo Renard,India,LiquidityProvider,Advisory Firm,1,SG ROA,15,5.805,3063.105,116.9256,ALACROFT,China,Yan Xuan Li,,Commods,Commods,Energy Metals,Energy Metals,Energy Metals,Energy Metals,SGX FM Lithium Hydroxide CIF CJK (Battery Grade) Futures,Macquarie,22,1,1,ActiveTrader,T,FY22
5121,5121,ALACROFT,HK NBS,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,GROTHK,NLT,Client,1570.3,101.1,22.5,LPF,2025-03,SGD,S339,2024,Q1,3,1H,-45.7821,Buy-Side,Theme,India,LiquidityProvider,Advisory Firm,0.5,China,85,620.8125,4935.7335,0,ALACROFT,Commods,Toh Li,,Commods,Commods,Iron ore,Iron ore,Iron Ore,Iron ore,Platts Iron Ore CFR China (Lump Premium) Index Fut,Deutsche,22,1,1,MarketMaker,T,FY24
5121,5121,ALACROFT,Omnibus,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,WANGV|LIYAN,Screen,House,134255.5,4180,318.4,M65F,2022-11,USD,S168,2022,Q4,11,2H,54.18,Buy-Side,Macquarie Bank,India,LiquidityProvider,Advisory Firm,1,SG ROA,90,41.151,20.64,0,ALACROFT,China,Bobby Lush,,Commods,Commods,Iron ore,Iron ore,Iron Ore,Iron ore,MB Iron Ore CFR China (65% Fe Fines) Index Futures,JP Morgan,18,1,1,ActiveTrader,T+1,FY14
5121,5121,ALACROFT,America NBS,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,KOHBRENNA|TANBHS,Screen,Client,29151.15,0,226.8,MC,2023-05,USD,S020,2022,Q2,5,1H,2836.71,Buy-Side,AlberBlanc,India,LiquidityProvider,Advisory Firm,1,Omnibus,1100,3052.0368,3640.38,0,ALACROFT,Tier 1,Tan Say Liang,,Commods,Commods,Petchem,Petchem,Petchem,Petchem,ICIS Methanol CFR CN Swap,BNP Paribas,19,1,1,LiquidityProvider,T,FY14
5121,5121,ALACROFT,Commodities Sales Europe,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,KOHBRENNA,Screen,Client,0.6,360.8181818,-28.37447682,MCF,2021-06,USD,S350,2020,Q2,6,1H,15.48,Brokerage/Agency,Fubon Futures Agency,India,LiquidityProvider,Advisory Firm,0.25,SG ROA,6125.5,0,229.104,0,ALACROFT,Tier 3,omnibus,,Commods,Commods,Petchem,Petchem,MCF,ICIS Methanol CFR CN Futures,ICIS Methanol CFR CN Futures,IBKR,19,1,1,MarketMaker,T+1,FY20
5121,5121,ALACROFT,GAM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,GROTHK,Screen,Client,108,52151,1420,MCNWO,2021-01,USD,S020,2020,Q1,1,1H,-7893.881933,Bank Trading Desks,Legend Investments,India,ActiveTrader,Advisory Firm,1,SG ROA,12,3128.631217,5165.16,0,ALACROFT,GAM,Paul Macchione,,Financials,Equity Derivatives,Equity,Equity Index,MCA,MSCI World Climate Action Index Net USD,MSCI World Climate Action Index Net USD,OCBC Securities,18,1,1,ActiveTrader,T,FY19
5121,5121,ALACROFT,GAM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,LUSHB|GOCSEIR,NLT,House,4.8,0,1620,MF5F,2022-09,USD,S168,2022,Q3,9,2H,21667.485,Buy-Side,Qube,India,LiquidityProvider,Advisory Firm,0.25,SG ROA,222,1483.5,350.493,0,ALACROFT,Omnibus,John Hogger,,Commods,Commods,Oil,Oil,Oil,Oil,Platts Marine Fuel 0.5% FOB Singapore Futures,HGNH,19,1,1,MarketMaker,T+1,FY17
5121,5121,ALACROFT,Omnibus,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,DAVEYC|LEEKJ,Screen,Client,90.4,945.75,16458,MTWN,2023-12,USD,S560,2023,Q4,12,2H,1573.161598,Brokerage/Agency,Vanda Global Fund,India,LiquidityProvider,Advisory Firm,1,China,4750,50427.003,557.28,0,ALACROFT,Tier 2,Brenna Koh,,Financials,Equity Derivatives,Equity,Equity Index,MTWN,Micro FTSE Taiwan Index Futures,Micro FTSE Taiwan Index Futures,JP Morgan,19,1,1,LiquidityProvider,T,FY22
5121,5121,ALACROFT,Europe NBS,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,WANGV,Screen,House,208.25,34.84,77582.94833,MX,2021-03,USD,S009,2020,Q1,3,1H,-29.5152,Brokerage/Agency,Morgan Stanley House,India,ActiveTrader,Advisory Firm,0.5,Omnibus,112,2486.088,11645.07188,0,ALACROFT,Commods,Bobby Lush,,Commods,Commods,Petchem,Petchem,Petchem,Petchem,SGX ICIS Isomer MX FOB Korea Swap,SG Securities,21,1,1,ActiveTrader,T,FY21
5121,5121,ALACROFT,America NBS,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,CHIALPL,Screen,House,25.5,0,429.12,ND,2023-08,USD,S092,2023,Q3,8,2H,11759.1111,Buy-Side,Allwise Investments Limited,India,LiquidityProvider,Advisory Firm,0.5,China,8,59.4432,1163.58,82.5,ALACROFT,Tier 3,Vivian Wang Min,,Financials,Equity Derivatives,Equity,Dividend Index,ND,Nikkei Stock Average Dividend Point Index Futures,Nikkei Stock Average Dividend Point Index Futures,SG Securities,19,1,1,LiquidityProvider,T,FY23
5121,5121,ALACROFT,GAM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,WANGD,Screen,Client,97.5,0,926.1,NK,2022-02,USD,S660,2021,Q1,2,1H,554.184,PTG,Barclays House,India,LiquidityProvider,Advisory Firm,1,Omnibus,5,29193.087,481.299,0,ALACROFT,Tier 2,Lily Chia,,Financials,Equity Derivatives,Equity,Equity Index,NK,Nikkei 225 Index Futures,Nikkei 225 Index Futures,KGI,19,1,1,LiquidityProvider,T,FY26
5121,5121,ALACROFT,GAM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,LIYAN,NLT,Client,480,13.2,218.8,PWF,2024-02,USD,S888,2023,Q1,2,1H,4309.632,Brokerage/Agency,Hongkong Hengzhongyuen,India,LiquidityProvider,Advisory Firm,1,China,13068,80.625,1739.178,12725.24621,ALACROFT,GAM,Penny Pan Ranran,,Commods,Commods,FFA,FFA,FFA,FFA,Baltic Panamax Time Charter Average (5 Routes) Futures,Goldman Sachs,18,1,1,ActiveTrader,T,FY17
5121,5121,ALACROFT,GAM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,WANGV,Screen,Client,21,109.1975156,4.1,PWFO,2024-12,USD,S888,2024,Q4,12,2H,15484.128,Trading Firms,Robeco Institutional Asset Management,India,ActiveTrader,Advisory Firm,1,Hong Kong,8,10.32,3.225,0,ALACROFT,Tier 2,David Wang Lipeng,,Commods,Commods,FFA,FFA,FFA,FFA,Baltic Panamax Time Charter Average (5 Route) Options,JP Morgan,21,1,1,ActiveTrader,T,FY19
5121,5121,ALACROFT,GAM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,WANGD,Screen,Client,5739.6,0,6071.701885,PX,2022-08,USD,S660,2022,Q3,8,2H,70.95,Buy-Side,Capital Fund Management S.A.,India,ActiveTrader,Advisory Firm,0.5,Europe,10,826.89,38551.392,0,ALACROFT,Tier 2,Britney Tan Hwee Sian,,Commods,Commods,Petchem,Petchem,Petchem,Petchem,Platts PX CFR Taiwan/China Swap,SG Securities,21,1,1,LiquidityProvider,T,FY26
5121,5121,ALACROFT,GAM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,LUSHB|KOHBRENNA,Screen,Client,440,1705,1173,PXF,2022-10,USD,S001,2022,Q4,10,2H,1854.327219,Buy-Side,JP Morgan House,India,ActiveTrader,Advisory Firm,1,China,220,4.257,10417.008,0,ALACROFT,AMAO,Richard Wenk,,Commods,Commods,Petchem,Petchem,Petchem,Petchem,Platts PX CFR Taiwan/China Futures,StoneX,18,1,1,LiquidityProvider,T+1,FY22
5121,5121,ALACROFT,China,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,WANGD|WANGV,NLT,Client,4730,0,2175,PXN,2022-12,SGD,S020,2022,Q4,12,2H,4334.4,Trading Firms,Quantitative Investment Management LLC,India,LiquidityProvider,Advisory Firm,1,China,46,410.22,77.4,0,ALACROFT,Commods,omnibus,,Commods,Commods,Petchem,Petchem,Petchem,Petchem,PX-Naphtha Spread Swaps,HSBC,22,1,1,LiquidityProvider,T+1,FY26
5121,5121,ALACROFT,HK NBS,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,WANGD,Screen,Client,367.25,2944.8,4440,PXNF,2021-09,USD,S009,2021,Q3,9,2H,774,Buy-Side,AHL-Man,India,LiquidityProvider,Advisory Firm,1,Europe,2270,2605.284,37391.94,0,ALACROFT,Tier 2,Kenneth Ng Say Chong,,Commods,Commods,Petchem,Petchem,Petchem,Petchem,PX-Naphtha Spread Futures,Barclays,21,0.5,1,ActiveTrader,T,FY25
5121,5121,ALACROFT,SGROA RM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,LUSHB|KOHBRENNA,Screen,Client,195,4.5,2200,SGP,2022-01,USD,S138,2021,Q1,1,1H,712.08,Buy-Side,Citigroup Prop,India,ActiveTrader,Advisory Firm,0.25,China,10820,251.55,541.8,276.6663,ALACROFT,GAM,Kenneth Ng Say Chong,,Financials,Equity Derivatives,Equity,Equity Index,SGP,MSCI Singapore Free Index Futures,MSCI Singapore Free Index Futures,BPI,22,1,1,ActiveBroker,T,FY25
5121,5121,ALACROFT,China,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,LIYAN,Screen,Client,18231,0,4158,SMP,2024-07,USD,S009,2024,Q3,7,2H,758.52,Buy-Side,Millennium Capital Management,India,LiquidityProvider,Advisory Firm,1,USA,310,14.706,102.168,49.2,ALACROFT,Tier 2,Britney Tan Hwee Sian,,Commods,Commods,Dairy,Dairy,Dairy,Dairy,SGX-NZX Global Skim Milk Powder (SMP) Futures,JP Morgan,20,1,1,LiquidityProvider,T,FY19
5121,5121,ALACROFT,America NBS,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,LUSHB|TANBHS,Screen,Client,2772,8703.36,0,SWF,2025-02,USD,S660,2024,Q1,2,1H,119.97,Buy-Side,CIFCO Group,India,ActiveBroker,Advisory Firm,1,SG ROA,200,838.242,1746.144,0,ALACROFT,Tier 1,Craig Cohen,,Commods,Commods,FFA,FFA,FFA,FFA,Baltic Supramax Time Charter (10 Routes) Average F,Goldman Sachs,21,1,1,MarketMaker,T,FY14
5121,5121,ALACROFT,Commodities Sales Europe,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,LIYAN,Screen,Client,110.7,0,567,TF,2023-11,USD,S009,2023,Q4,11,2H,428.8090013,PTG,Solo Securities Limited,India,MarketMaker,Advisory Firm,1,Europe,10,66.048,40.635,0,ALACROFT,Tier 2,Renaud Gocsei,,Commods,Commods,Rubber,Rubber,Rubber,Rubber,SICOM TSR20 Futures,Guotai Junan,19,1,1,MarketMaker,T,FY23
5121,5121,ALACROFT,China,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,LUSHB|KOHBRENNA,Screen,Client,2631,0,120,TWN,2022-06,USD,S888,2021,Q2,6,1H,212.85,PTG,BitDelta Limited - House Account,India,ActiveBroker,Advisory Firm,0.25,USA,7739,68.499,580.5,0,ALACROFT,China,Britney Tan Hwee Sian,,Financials,Equity Derivatives,Equity,Equity Index,TWN,FTSE Taiwan Index Futures,FTSE Taiwan Index Futures,Phillip,20,0.125,1,ActiveTrader,T,FY15
5121,5121,ALACROFT,China,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,DAVEYC,Screen,House,6677.1,37.68,5227.5,UC,2023-02,USD,S888,2022,Q1,2,1H,153.89829,Trading Firms,Tiger Brokers (NZ) Limited,India,LiquidityProvider,Advisory Firm,1,Europe,42349,92.88,17595.9225,0,ALACROFT,GAM,Britney Tan Hwee Sian,,Financials,FX/IR,FX,FX,UC,USD/CNH Futures,USD/CNH FX Futures,JP Morgan,22,1,1,MarketMaker,T+1,FY16
5121,5121,ALACROFT,AMAO,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,TANBHS,NLT,Client,2037.2,0,0.6,US,2024-11,USD,S009,2024,Q4,11,2H,567.6,Bank Trading Desks,Point 72,India,LiquidityProvider,Advisory Firm,1,China,10,258,8.7075,0,ALACROFT,GAM,David Chiam,,Financials,FX/IR,FX,FX,US,USD/SGD FX Futures,USD/SGD FX Futures (Mini),JP Morgan,21,1,1,MarketMaker,T,FY26
5121,5121,ALACROFT,International Sales RM,ActiveBroker,ActiveTrader,LiquidityProvider,MarketMaker,LEEKJ|WENKR,NLT,Client,4250,16.8,322.4,ZACE,2024-01,USD,S007,2023,Q1,1,1H,18390.24,PTG,Bluepool Trading,India,ActiveTrader,Advisory Firm,1,China,58450,15711.7098,567.6,445.05,ALACROFT,Tier 3,Vivian Wang Min,,Financials,Equity Derivatives,Equity,SSF,Indian SSF,Indian Single Stock Futures,Ambuja Cements Futures,JP Morgan,18,1,1,LiquidityProvider,T+1,FY22
